"Country","Indicator","Note","Year_2000","Year_2005","Year_2010","Year2015"
"Mongolia","Purchasing Power Parity (NCU per Int$)","","138.37733045","223.58014323","476.2159813","639.94618277"
"Mongolia","Population (in thousands)","","2397.436","2526.446","2712.65","2976.877"
"Mongolia","Female Population 15-49","","954.463","1009.904","1040.581","1079.99"
"Nauru","Current Health Expenditure (CHE) per Capita in PPP","","740.72519912","509.46919405","708.85965087","1183.38295716"
"Nauru","Gross Domestic Product ","in million current PPP","55.08397941","40.98809524","68.128981","117.36033131"
"Nauru","Purchasing Power Parity (NCU per Int$)","","0.68","0.84","1","1.015965"
"Nauru","Population (in thousands)","","10.037","10.114","10.025","11.26"
"New Zealand","Current Health Expenditure (CHE) per Capita in PPP","","1606.23040503","2123.6349394","2984.61316665","3509.57187011"
"New Zealand","Gross Domestic Product ","in million current PPP","82976.85832074","106146.57980456","136027.84828409","174016.17839965"
"New Zealand","Purchasing Power Parity (NCU per Int$)","","1.444234","1.535","1.495532","1.46368"
"New Zealand","Population (in thousands)","","3858.999","4135.355","4370.062","4614.532"
"New Zealand","Female Population 15-49","","1279.567","1354.257","1367.961","1392.089"
"Niue","Current Health Expenditure (CHE) per Capita in PPP","","488.57111974","955.18561145","1036.56180858","799.59133598"
"Niue","Gross Domestic Product ","in million current PPP","11.70763001","15.9003533","17.17569642","20.49725959"
"Niue","Purchasing Power Parity (NCU per Int$)","","1.4341075","1.22324326","1.725112","1.563087"
"Niue","Population (in thousands)","","1.899","1.683","1.63","1.629"
"Palau","Current Health Expenditure (CHE) per Capita in PPP","","948.49069895","1196.60833048","1409.12990166","1679.02226066"
"Palau","Gross Domestic Product ","in million current PPP","207.75975964","263.22253259","248.47837208","340.03833784"
"Palau","Purchasing Power Parity (NCU per Int$)","","0.71236124","0.72562177","0.73648261","0.87637177"
"Palau","Population (in thousands)","","19.175","19.906","20.47","21.288"
"Papua New Guinea","Current Health Expenditure (CHE) per Capita in PPP","","67.50078977","88.64914683","65.90378608","112.57637653"
"Papua New Guinea","Gross Domestic Product ","in million current PPP","18218.25582553","22776.11980974","22227.5904739","35551.28987056"
"Papua New Guinea","Purchasing Power Parity (NCU per Int$)","","0.80304065","0.99586761","1.74341884","1.78803639"
"Papua New Guinea","Population (in thousands)","","5572.222","6314.709","7108.239","7919.825"
"Papua New Guinea","Female Population 15-49","","2027.759","2294.202","2580.742","2875.599"
"Philippines","Current Health Expenditure (CHE) per Capita in PPP","","105.62798029","165.96903865","236.49554545","316.34571639"
"Philippines","Gross Domestic Product ","in million current PPP","261127.64524125","367110.68193119","513961.27896232","744614.44212849"
"Philippines","Purchasing Power Parity (NCU per Int$)","","13.71250446","15.46604411","17.51781772","17.89119341"
"Philippines","Population (in thousands)","","77991.569","86274.237","93726.624","101716.359"
"Philippines","Female Population 15-49","","29059.689","31870.178","34167.248","36676.588"
"Republic of Korea","Current Health Expenditure (CHE) per Capita in PPP","","717.28710678","1170.70808808","1895.74755566","2502.25111027"
"Republic of Korea","Gross Domestic Product ","in million current PPP","850051.62469139","1165894.06100023","1505298.90834089","1795916.63137235"
"Republic of Korea","Purchasing Power Parity (NCU per Int$)","","747.230617","788.920135","840.569267","870.933468"
"Republic of Korea","Population (in thousands)","","47386.312","48708.497","49552.855","50593.662"
"Republic of Korea","Female Population 15-49","","16793.657","16813.583","15888.265","14947.529"
"Samoa","Current Health Expenditure (CHE) per Capita in PPP","","145.03212626","231.64748702","288.74817227","335.91647592"
"Samoa","Gross Domestic Product ","in million current PPP","575.99076666","875.16759764","978.55295055","1146.96337093"
"Samoa","Purchasing Power Parity (NCU per Int$)","","1.42710621","1.47628866","1.65652763","1.69926961"
"Samoa","Population (in thousands)","","174.61","179.929","186.205","193.759"
"Samoa","Female Population 15-49","","60.713","62.436","64.094","66.292"
"Singapore","Current Health Expenditure (CHE) per Capita in PPP","","1413.46060429","1594.67503149","2278.86897701","3696.75305446"
"Singapore","Gross Domestic Product ","in million current PPP","165055.32642194","235354.55994549","358654.86374362","488436.6158876"
"Singapore","Purchasing Power Parity (NCU per Int$)","","1.00098557","0.90108303","0.8988056","0.8559432"
"Singapore","Population (in thousands)","","3913.96","4491.042","5074.252","5535.262"
"Singapore","Female Population 15-49","","1410.267","1548.797","1687.106","1711.059"
"Solomon Islands","Current Health Expenditure (CHE) per Capita in PPP","","65.51007531","149.89347249","128.58131841","117.3645727"
"Solomon Islands","Gross Domestic Product ","in million current PPP","495.03450126","694.47544185","935.03231707","1313.64366379"
"Solomon Islands","Purchasing Power Parity (NCU per Int$)","","3.91487865","4.65675214","5.87466326","6.95698556"
"Solomon Islands","Population (in thousands)","","412.609","469.885","527.79","587.482"
"Solomon Islands","Female Population 15-49","","149.215","171.824","195.008","217.342"
"Tonga","Current Health Expenditure (CHE) per Capita in PPP","","110.40077559","198.42236993","241.68634981","264.65860489"
"Tonga","Gross Domestic Product ","in million current PPP","369.94519904","481.68057125","530.87330828","603.03315813"
"Tonga","Purchasing Power Parity (NCU per Int$)","","0.92716435","1.14183555","1.40146432","1.43939017"
"Tonga","Population (in thousands)","","98.082","101.041","104.137","106.364"
"Tonga","Female Population 15-49","","34.346","36.073","37.13","37.77"
"Tuvalu","Current Health Expenditure (CHE) per Capita in PPP","","596.05048028","285.71153173","465.09072098","539.88399866"
"Tuvalu","Gross Domestic Product ","in million current PPP","23.16400884","25.31382292","31.29497087","42.07803843"
"Tuvalu","Purchasing Power Parity (NCU per Int$)","","1.03609009","1.10611503","1.11839056","1.11697222"
"Tuvalu","Population (in thousands)","","9.42","10.027","10.531","11.001"
"Vanuatu","Current Health Expenditure (CHE) per Capita in PPP","","73.93433528","76.79880648","97.48742134","127.79645571"
"Vanuatu","Gross Domestic Product ","in million current PPP","414.08299841","486.44042298","682.50402001","814.19370194"
"Vanuatu","Purchasing Power Parity (NCU per Int$)","","90.41907092","88.69534266","99.50271062","101.69324548"
"Vanuatu","Population (in thousands)","","185.063","209.37","236.295","264.603"
"Vanuatu","Female Population 15-49","","67.895","77.448","86.261","96.005"
"Viet Nam","Current Health Expenditure (CHE) per Capita in PPP","","98.47883457","154.54595287","257.70479046","334.36222153"
"Viet Nam","Gross Domestic Product ","in million current PPP","163043.70156268","255657.33331199","382112.63777055","553491.84467459"
"Viet Nam","Purchasing Power Parity (NCU per Int$)","","2708.75842346","3575.10119956","5647.10057639","7575.29193852"
"Viet Nam","Population (in thousands)","","80285.562","84308.843","88472.512","93571.567"
"Viet Nam","Female Population 15-49","","30817.434","31982.75","32165.03","32606.054"
